# SPDX-License-Identifier: Unicode-DFS-2016
# Columns: Form; Pronunciation

අං	aŋ
කාන්තා	kaːntaː
කාන්තාර	kaːntaːrə
කාන්තාරයක්	kaːntaːrəjak
කාන්තාරයේ	kaːntaːrəje
කාන්තාරේ	kaːntaːre
කාන්තාව	kaːntaːwə
කාන්තාවක	kaːntaːwəkə
කාන්තාවකගේ	kaːntaːwəkəɡeː
කාන්තාවකට	kaːntaːwəkəʈə
කාන්තාවකි	kaːntaːwəki
කාන්තාවක්	kaːntaːwak
කාන්තාවගේ	kaːntaːwəɡe
කාන්තාවට	kaːntaːwəʈə
කාන්තාවන්	kaːntaːwan
කාන්තාවන්ගේ	kaːntaːwanɡeː
කාන්තාවන්ට	kaːntaːwanʈə
කාන්තාවන්ද	kaːntaːwandə
කාන්තාවන්ය	kaːntaːwanjə
කාන්තාවෝ	kaːntaːwoː
කාන්ති	kaːnti
කාන්දු	kaːndu
කාන්සිය	kaːnsijə
කාපට්	kaːpəʈ
කාපන්	kaːpan
කාපල්ලා	kaːpalla
කාපිය	kaːpijə
කාපියව්	kaːpijaw
කාපිරි	kaːpiri
කාපු	kaːpu
කාබනික	kaːbənikə
කාබන්	kaːbən
කාබාසිනියා	kaːbaːsinijaː
කාබුල්	kaːbul
කාම	kaːmə
කාමභෝගී	kaːməboːɡi
කාමය	kaːməjə
කාමයට	kaːməjəʈə
කාමයෙන්	kaːməjen
කාමයෙහි	kaːməjehi
කාමයේ	kaːməje
කාමර	kaːmərə
කාමරය	kaːmərəjə
කාමරයක	kaːmərəjəkə
කාමරයකට	kaːmərəjəkəʈə
කාමරයක්	kaːmərəjak
කාමරයට	kaːmərəjəʈə
කාමරයෙන්	kaːmərəjen
කාමරයේ	kaːmərəjeː
කාමරවල	kaːmərəwələ
කාමරේ	kaːməreː
කාමරේට	kaːməreːʈə
කාමාවචර	kaːmaːwəcərə
කාමුක	kaːmukə
කාමේසු	kaːmeːsu
කාම්බෝජය	kaːmboːɟəjə
කාය	kaːjə
කායා	kaːjaː
කායික	kaːjkə
කායිකව	kaːjkəwə
කාර	kaːrə
කාරක	kaːrəkə
කාරණය	kaːrənəjə
කාරණයකි	kaːrənəjəki
කාරණයක්	kaːrənəjak
කාරණයට	kaːrənəjəʈə
කාරණයයි	kaːrənəjaj
කාරණයෙන්	kaːrənəjen
කාරණා	kaːrənaː
කාරණාව	kaːrənaːwə
කාරණාවකි	kaːrənaːwəki
කාරණාවක්	kaːrənaːwak
කාරණේ	kaːrəneː
කාරනය	kaːrənəjə
කාරනයකි	kaːrənəjəki
කාරනයක්	kaːrənəjak
කාරනා	kaːrənaː
කාරනාව	kaːrənaːwə
කාරනාවක්	kaːrənaːwak
කාරය	kaːrəjə
කාරයක්	kaːrəjak
කාරයට	kaːrəjəʈə
කාරයත්	kaːrəjat
කාරයන්	kaːrəjan
කාරයන්ගෙ	kaːrəjanɡe
කාරයන්ගේ	kaːrəjanɡe
කාරයන්ට	kaːrəjanʈə
කාරයන්ව	kaːrəjanwə
කාරයව	kaːrəjawə
කාරයා	kaːrəja
කාරයාගේ	kaːrəjaɡe
කාරයින්	kaːrəin
කාරයින්ගේ	kaːrəinɡeː
කාරයින්ට	kaːrəinʈə
කාරයෙකි	kaːrəjeki
කාරයෙකුට	kaːrəjekuʈə
කාරයෙක්	kaːrəjek
කාරයෙක්ද	kaːrəjekdə
කාරයෙක්වත්	kaːrəjekwat
කාරයෙන්	kaːrəjen
කාරයො	kaːrəjo
කාරයොත්	kaːrəjot
කාරයොන්ට	kaːrəjonʈə
කාරයොයි	kaːrəjoj
කාරයෝ	kaːrəjo
කාරයෝද	kaːrəjoːdə
කාරා	kaːraː
කාරි	kaːri
කාරිමික	kaːrimikə
කාරිය	kaːrijə
කාරියකරවන	kaːrijəkərəwənə
කාරියකි	kaːrijəki
කාරියක්	kaːrijak
කාරියවසම්	kaːrijəwasam
කාරී	kaːriː
කාරුණික	kaːrunikə
කාරුණිකව	kaːrunikəwə
කාර්	kaːr
කාර්ඩ්	kaːɖ
කාර්තික්	kaːrtik
කාර්මික	kaːrmikə
කාර්මිකයකු	kaːrmikəjəku
කාර්මිකයන්	kaːrmikəjan
කාර්ය	kaːrjə
කාර්යංශය	karjaŋʃəjə
කාර්යක්	kaːrjak
කාර්යක්ෂම	karjakʃəmə
කාර්යක්ෂමතා	kaːrjakʃəmətaː
කාර්යබහුල	kaːrjəbahulə
කාර්යබහුලත්වය	kaːrjəbahulatwəjə
කාර්යබහුලයි	kaːrjəbahulaj
කාර්යභාරය	kaːrjəbaːrəjə
කාර්යභාරයකි	kaːrjəbaːrəjəki
කාර්යභාරයක්	kaːrjəbaːrəjak
කාර්යභාරයක්ද	kaːrjəbaːrəjakdə
කාර්යභාරයන්	kaːrjəbaːrəjan
කාර්යභාරයයි	kaːrjəbaːrəjaj
කාර්යය	kaːrjə
කාර්යය	kaːrjəjə
කාර්යයකට	kaːrjəjəkəʈə
කාර්යයකට	kaːrjəkəʈə
කාර්යයකි	kaːrjəjəki
කාර්යයක්	kaːrjak
කාර්යයට	kaːrjəjəʈə
කාර්යයට	kaːrjəʈə
කාර්යයන්	kaːrjəjan
කාර්යයේ	kaːrjəjeː
කාර්යයේදී	kaːrjəjeːdi
කාර්යාංශය	kaːrjaːŋʃəjə
කාර්යාංශයේ	kaːrjaːŋʃəjeː
කාර්යාල	kaːrjaːlə
කාර්යාලය	kaːrjaːləjə
කාර්යාලයක	kaːrjaːləjəkə
කාර්යාලයක්	kaːrjaːləjak
කාර්යාලයට	karjaːləjəʈə
කාර්යාලයය	kaːrjaːləjə
කාර්යාලයෙන්	kaːrjaːləjen
කාර්යාලයේ	kaːrjaːləje
කාර්යාලයේදී	kaːrjaːləjeːdiː
කාර්යාලවල	kaːrjaːləwələ
කාර්‍ය්‍යය	kaːrjə
කාර්‍ය්‍යය	kaːrjəjə
කාර්‍ය්‍යාලයට	karjaːləjəʈə
කාර්‍ය්‍යාලයේ	kaːrjaːləje
කාල	kaːlə
කාලකණ්ණි	kaːləkanni
කාලකණ්නි	kaːləkanni
කාලකන්ණි	kaːləkanni
කාලකන්නි	kaːləkanni
කාලකන්නින්ට	kaːləkanninʈə
කාලකන්නියා	kaːləkannija
කාලක්	kaːlak
කාලගුණ	kaːləɡunə
කාලගුණය	kaːləɡunəjə
කාලගුණික	kaːləɡunikə
කාලතුවක්කු	kaːlətuwakku
කාලත්	kaːlat
කාලම	kaːlamə
කාලය	kaːləjə
කාලයක	kaːləjəkə
කාලයකට	kaːləjəkəʈə
කාලයකදී	kaːləjəkədiː
කාලයකි	kaːləjəki
කාලයකින්	kaːləjəkin
කාලයක්	kaːləjak
කාලයට	kaːləjəʈə
කාලයටත්	kaːləjəʈat
කාලයටම	kaːləjəʈəmə
කාලයත්	kaːləjat
කාලයද	kaːləjədə
කාලයන්	kaːləjan
කාලයම	kaːləjəmə
කාලයයි	kaːləjaj
කාලයා	kaːləjaː
කාලයාගේ	kaːləjaːɡeː
කාලයෙ	kaːləje
කාලයෙන්	kaːləjen
කාලයෙහි	kaːləjehi
කාලයේ	kaːləjeː
කාලයේත්	kaːləjeːt
කාලයේද	kaːləjeːdə
කාලයේදී	kaːləjedi
කාලයේදීත්	kaːləjeːdiːt
කාලයේදීම	kaːləjeːdiːmə
කාලයේදීමයි	kaːləjeːdiːmaj
කාලයේදීය	kaːləjeːdiːjə
කාලයේම	kaːləjeːmə
කාලයේය	kaːləjeːjə
කාලවල	kaːləwələ
කාලවලදී	kaːləwələdi
කාලසර්ප	kaːləsarpə
කාලසීමාව	kaːləsiːmaːwə
කාලසූත්ර	kaːləsuːttrə
කාලසූත්‍ර	kaːləsuːttrə
කාලා	kaːla
කාලානුරූපව	kaːlaːnuruːpəwə
කාලාන්තරයක්	kaːlaːntərəjak
කාලාම	kaːlaːmə
කාලි	kaːli
කාලිංග	kaːliŋɡə
කාලිංඝ	kaːliŋɡə
කාලිගේ	kaːliɡe
කාලිගේ	kaːliɡeː
කාලිදාස	kaːlidaːsə
කාලින	kaːliːnə
කාලීන	kaːliːnə
කාලීනව	kaːliːnəwə
කාලෙ	kaːle
කාලෙක	kaːlekə
කාලෙකට	kaːlekəʈə
කාලෙකින්	kaːlekin
කාලෙට	kaːleʈə
කාලෙටම	kaːleʈəmə
කාලෙත්	kaːlet
කාලෙද	kaːledə
කාලෙදි	kaːledi
කාලෙදිම	kaːledimə
කාලෙදී	kaːledi
කාලෙන්	kaːlen
කාලෙම	kaːlemə
කාලේ	kaːle
කාලේදී	kaːledi
කාලේම	kaːlemə
කාලෝ	kaːloː
කාලෝචිත	kaːloːcitə
කාලෝචිතය	kaːloːcitəjə
කාලෝචිතයි	kaːloːcitaj
කාල්	kaːl
කාල්ටන්	kaːlʈən
කාව	kaːwə
කාවඩි	kaːwəɖi
කාවද	kaːwədə
කාවන්තිස්ස	kaːwantissə
කාවවත්	kaːwəwat
කාවිංග	kaːwiŋɡə
කාව්‍ය	kaːwjə
කාව්ය	kaːwwjə
කාශ්යප	kaːʃʃəpə
කාශ්යප	kaːʃʃjəpə
කාශ්‍යප	kaːʃʃjəpə
කාසල්	kaːsəl
කාසි	kaːsi
කාසියක්	kaːsijak
කාසියේ	kaːsije
කාහට	kaːhaʈə
කාළේ	kaːle
කැ	kæ
කැකෑරෙන	kækæːrenə
කැකිරාව	kækiraːwə
කැකිරි	kækiri
කැකුණ	kækunə
කැකුළු	kækulu
කැක්කුම	kækkumə
කැක්කුමක්	kækkumak
කැඞී	kæɖiː
කැට	kæʈə
කැටපත්	kæʈəpat
කැටයක්	kæʈəjak
කැටයම්	kæʈəjam
කැටි	kæʈi
කැටුව	kæʈuwə
කැට්	kæʈ
කැඩපතක්	kæɖəpətak
කැඩිච්ච	kæɖiccə
කැඩිලා	kæɖila
කැඩී	kæɖiː
කැඩීම	kæɖiːmə
කැඩීමට	kæɖiːməʈə
කැඩුණු	kæɖunu
කැඩුම්	kæɖum
කැඩුව	kæɖuwə
කැඩුවා	kæɖuwa
කැඩුවේ	kæɖuweː
කැඩූ	kæɖuː
කැඩෙන	kæɖenə
කැඩෙනවා	kæɖenəwa
කැණීම්	kæniːm
කැණීම්වලින්	kæniːmwəlin
කැත	kætə
කැතයි	kætaj
කැතරින්	kætərin
කැති	kæti
කැතේ	kæteː
කැද	kæⁿdə
කැදලි	kædəli
කැදවනු	kædəwənu
කැදැල්ල	kædællə
කැදැල්ලට	kædælləʈə
කැන	kænə
කැනඩා	kænəɖaː
කැනඩාව	kænəɖaːwə
කැනඩාවට	kænəɖaːwəʈə
කැනඩාවෙ	kænəɖaːwe
කැනඩාවේ	kænəɖaːwe
කැනියොන්	kænijon
කැනීම්	kæniːm
කැනේඩියානු	kæneːɖijaːnu
කැන්ඩෙලා	kænɖelaː
කැන්දාගෙන	kændaːɡenə
කැඳ	kæⁿdə
කැඳත්	kæⁿdat
කැඳවන	kæⁿdəwənə
කැඳවනවා	kæⁿdəwənəwa
කැඳවනු	kæⁿdəwənu
කැඳවන්න	kæⁿdəwannə
කැඳවන්නේ	kæⁿdəwanne
කැඳවයි	kæⁿdəwaj
කැඳවලා	kæⁿdəwəla
කැඳවා	kæⁿdəwaː
කැඳවාගෙන	kæⁿdəwaːɡenə
කැඳවිණි	kæⁿdəwini
කැඳවිය	kæⁿdəwijə
කැඳවීම	kæⁿdəwiːmə
කැඳවීමක්	kæⁿdəwiːmak
කැඳවීමට	kæⁿdəwiːməʈə
කැඳවීමේ	kæⁿdəwiːme
කැඳවීම්	kæⁿdəwiːm
කැඳවුම්කරු	kæⁿdəumkaru
කැඳවූ	kæⁿdəuː
කැඳවූ	kæⁿdəwuː
කැඳවූයේ	kæⁿdəuːjeː
කැඳෙව්වා	kæⁿdewwa
කැඳෙව්වේ	kæⁿdewwe
කැප	kæpə
කැපකිරීම	kæpəkiriːmə
කැපකිරීමක්	kæpəkiriːmak
කැපකිරීමට	kæpəkiriːməʈə
කැපකිරීම්	kæpəkiriːm
කැපවී	kæpəwiː
කැපවීම	kæpəwiːmə
කැපවීමකින්	kæpəwiːməkin
කැපවීමක්	kæpəwiːmak
කැපවීමට	kæpəwiːməʈə
කැපවීමෙන්	kæpəwiːmen
කැපවීම්	kæpəwiːm
කැපවුණු	kæpəunu
කැපවූ	kæpəuː
කැපවූ	kæpəwuː
කැපවෙලා	kæpəwelaː
කැපිටල්	kæpiʈəl
කැපිය	kæpijə
කැපිලා	kæpilaː
කැපිලි	kæpili
කැපී	kæpiː
කැපීපෙනෙන	kæpiːpenenə
කැපීම	kæpiːmə
කැපීමට	kæpiːməʈə
කැපීමෙන්	kæpiːmen
කැපීමේ	kæpiːmeː
කැපුම්	kæpum
කැපුවත්	kæpuwat
කැපුවා	kæpuwa
කැපුවේ	kæpuweː
කැපූ	kæpuː
කැපෙන	kæpenə
කැපෙන්නේ	kæpenne
කැප්ටන්	kæpʈən
කැප්පෙටිපොල	kæppeʈipolə
කැප්පෙටිපොළ	kæppeʈipolə
කැබලි	kæbəli
කැබැලි	kæbæli
කැබැල්ල	kæbællə
කැබැල්ලක්	kæbællak
කැබිතිගොල්ලෑව	kæbitiɡollæːwə
කැබිනට්	kæbinəʈ
කැබ්	kæb
කැම	kæmə
කැමති	kæməti
කැමතිත්	kæmətit
කැමතිද	kæmətidə
කැමතිනම්	kæmətinam
කැමතිනෑ	kæmətinæː
කැමතිම	kæmətimə
කැමතිය	kæmətijə
කැමතියි	kæmətiː
කැමතියි	kæmətij
කැමරන්	kæmərən
කැමරා	kæməraː
කැමරාකරණය	kæməraːkərənəjə
කැමරාව	kæməraːwə
කැමරාවකින්	kæməraːwəkin
කැමරාවක්	kæməraːwak
කැමරාවට	kæməraːwəʈə
කැමරාවල	kæməraːwələ
කැමරාවලින්	kæməraːwəlin
කැමරාවෙන්	kæməraːwen
කැමරාවේ	kæməraːwe
කැමැති	kæməti
කැමැතිද	kæmætidə
කැමැතිද	kæmətidə
කැමැතිම	kæmətimə
කැමැතිය	kæmætijə
කැමැතියි	kæmətiː
කැමැත්ත	kæmættə
කැමැත්තක්	kæmættak
කැමැත්තට	kæmættəʈə
කැමැත්තයි	kæmættaj
කැමැත්තෙන්	kæmætten
කැමැත්තෙන්ම	kæmættenmə
කැමැත්තෙමි	kæmættemi
කැමැත්තෙමු	kæmættemu
කැමැත්තෝ	kæmættoː
කැමීල්	kæmiːl
කැම්පස්	kæmpəs
කැම්පේන්	kæmpeːn
කැර	kærə
කැර	kərə
කැරකි	kærəki
කැරකිලා	kærəkila
කැරකෙන	kærəkenə
කැරකෙනවා	kærəkenəwa
කැරට්	kærəʈ
කැරබියන්	kærəbijən
කැරලි	kærəli
කැරලිකරුවන්	kærəlikaruwan
කැරලිකරුවන්ට	kærəlikaruwanʈə
කැරලිවලදී	kærəliwələdiː
කැරළි	kærəli
කැරැලි	kæræli
කැරැලි	kærəli
කැරැලිකරුවන්	kærælikaruwan
කැරැල්ල	kærællə
කැරැල්ලක්	kærællak
කැරැල්ලට	kærælləʈə
කැරැල්ලේ	kærælle
කැරිණි	kærini
කැරේ	kæreː
කැරොල්	kærol
කැල	kælə
කැලණි	kæləni
කැලණිය	kælənijə
කැලණියට	kælənijəʈə
කැලණියේ	kælənijeː
කැලය	kæləjə
කැලයක්	kæləjak
කැලයට	kæləjəʈə
කැලයෙන්	kæləjen
කැලයේ	kæləjeː
කැලරි	kæləri
කැලැන්ඩරය	kælænɖərəjə
කැලැල්	kælæl
කැලෑ	kælæː
කැලෑබද	kælæːbadə
කැලෑව	kælæːwə
කැලෑවක	kælæːwəkə
කැලෑවක්	kælæːwak
කැලෑවට	kælæːwəʈə
කැලෑවම	kælæːwəmə
කැලෑවල	kælæːwələ
කැලෑවෙන්	kælæːwen
කැලෑවේ	kælæːwe
කැලෑහඳ	kælæːhaⁿdə
කැලි	kæli
කැලිෆෝනියා	kælifoːnijaː
කැලිෆෝනියාවේ	kælifoːnijaːweː
කැලුම්	kælum
කැලෙන්	kælen
